configuration,run_id,task_id,category,difficulty,format_valid,functional_success,clean_success,use_skills_correct,final_status_correct,no_tool_correct,blocked_flow_correct,skill_precision,skill_recall,skill_f1,department_precision,department_recall,department_f1,required_order_accuracy,gold_constraint_violated,blocked_reason_f1,route_choice_correct,predicted_skill_count,required_skill_count,unnecessary_skill_count,unknown_skills,unknown_blockers,unknown_departments,missing_required_skills,extra_skills,hard_order_results,unsatisfied_order_pairs,forbidden_hits,conflict_violations,mutex_violations,missing_departments,extra_departments,duplicate_skills,repeated_initial_skills,aliases_used,primary_failure,secondary_failures,model_reason,source_file,source_line
C,run_02,GT11_CROSS_RECRUIT_BUDGET_OFFER,cross_department_goal,hard,True,False,False,True,False,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,True,6,6,0,[],[],[],[],[],"[{""before"": ""finance-budget-check"", ""after"": ""hr-jd-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-jd-generator"", ""after"": ""hr-recruitment-publish"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-recruitment-publish"", ""after"": ""hr-resume-screening"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-resume-screening"", ""after"": ""hr-interview-scheduling"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-interview-scheduling"", ""after"": ""hr-offer-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],WRONG_FINAL_STATUS,[],招聘名额和岗位标准已具备，但预算尚未确认；须先通过预算检查，之后才能发布招聘、筛选面试并向获批人选生成Offer，且按要求不进入入职流程。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT11_CROSS_RECRUIT_BUDGET_OFFER.json,
C,run_02,GT12_CROSS_BUSINESS_TO_PO,cross_department_goal,hard,True,False,False,True,True,,,0.933333,1.0,0.965517,1.0,1.0,1.0,1.0,True,1.0,True,15,14,1,[],[],[],[],"[""business-customer-lead""]","[{""before"": ""business-requirement-communication"", ""after"": ""business-opportunity-assessment"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-opportunity-assessment"", ""after"": ""business-solution-quotation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-solution-quotation"", ""after"": ""procurement-requirement"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-requirement"", ""after"": ""finance-budget-check"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-budget-check"", ""after"": ""procurement-supplier-search"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-search"", ""after"": ""procurement-supplier-qualification"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-qualification"", ""after"": ""procurement-rfq-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-rfq-generation"", ""after"": ""procurement-quote-comparison"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-quote-comparison"", ""after"": ""procurement-supplier-scoring"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-scoring"", ""after"": ""procurement-supplier-selection"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-solution-quotation"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-selection"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],"[""business-customer-lead""]",[],REPEATED_COMPLETED_SKILL,"[""UNNECESSARY_SKILL""]",先确认客户需求并评估商机价值，再形成方案与采购需求，完成预算核查、寻源询价、选商谈判和采购合同，最终生成正式采购订单。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT12_CROSS_BUSINESS_TO_PO.json,
C,run_02,GT13_CROSS_INTERNAL_DEV_STAFF_DATA,cross_department_goal,hard,True,False,False,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,False,5,5,0,[],[],[],[],[],"[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-employee-database"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],WRONG_ROUTE_CHOICE,[],先查询现有员工技能与项目经历，再完成可行性、规格、方案及人员任务拆解；按要求止于可执行分工，不进入开发实施。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT13_CROSS_INTERNAL_DEV_STAFF_DATA.json,
C,run_02,GT14_CROSS_PAYMENT_PERFORMANCE,cross_department_goal,medium,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,4,4,0,[],[],[],[],[],"[{""before"": ""finance-invoice-verification"", ""after"": ""finance-payment-approval"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""finance-accounting"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""procurement-supplier-evaluation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],采购已验收但发票尚未核对，应先核验发票，再形成付款审批材料；付款审批后进行账务处理，并记录供应商履约评价。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT14_CROSS_PAYMENT_PERFORMANCE.json,
C,run_02,GT15_CROSS_SUPPLIER_CONTRACT_PO,cross_department_goal,medium,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,3,3,0,[],[],[],[],[],"[{""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],预算与选商已完成，后续应依次确认商务条款、生成并审批采购合同，再据已批准合同生成和释放采购订单；本次不进入交付流程。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT15_CROSS_SUPPLIER_CONTRACT_PO.json,
C,run_02,GT16_SPECIAL_SUPPLIER_FAIL,special_constraint,hard,True,False,False,True,True,,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,1.0,True,1,0,1,[],[],[],[],"[""procurement-supplier-qualification""]",[],[],[],[],[],[],[],[],"[""procurement-supplier-qualification""]",[],REPEATED_COMPLETED_SKILL,"[""UNNECESSARY_SKILL""]",唯一候选供应商资质不合格，按冲突规则必须停止选商及合同生成，不得因业务催促绕过准入门禁。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT16_SPECIAL_SUPPLIER_FAIL.json,
C,run_02,GT17_SPECIAL_INVALID_INVOICE,special_constraint,hard,True,False,False,True,True,,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,0.0,True,2,0,2,[],[],[],[],"[""finance-invoice-verification"", ""finance-payment-approval""]",[],[],"[""finance-payment-approval""]","[{""trigger_skill"": ""finance-invoice-verification"", ""trigger_result"": ""invalid"", ""blocked_skills_called"": [""finance-payment-approval""]}]",[],[],[],[],"[""finance-invoice-verification""]",[],WRONG_BLOCK_REASON,"[""FORBIDDEN_SKILL_VIOLATION"", ""CONFLICT_VIOLATION"", ""REPEATED_COMPLETED_SKILL"", ""CONTINUE_AFTER_BLOCK"", ""UNNECESSARY_SKILL""]",货物虽已验收，但发票无效或与合同、订单不匹配，核验失败后必须阻止付款审批，不得因供应商催款而放行。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT17_SPECIAL_INVALID_INVOICE.json,
C,run_02,GT18_SPECIAL_BUILD_OR_BUY,special_constraint,hard,True,False,False,True,True,,,1.0,0.833333,0.909091,1.0,1.0,1.0,0.8,True,1.0,False,5,6,0,[],[],[],"[""technology-feasibility-assessment""]",[],"[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-task-breakdown"", ""after"": ""technology-development-implementation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-development-implementation"", ""after"": ""technology-test-acceptance"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]","[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}]",[],[],"[{""decision_id"": ""build_or_buy"", ""expected_choice"": ""internal_development"", ""actual_choice"": ""internal_build"", ""type"": ""wrong_route_choice""}]",[],[],[],[],[],WRONG_ROUTE_CHOICE,"[""MISSING_REQUIRED_SKILL"", ""ORDER_VIOLATION"", ""MUTEX_VIOLATION""]",技术需求已确定由内部团队建设，因此排除采购路线，按规格确认、方案设计、任务拆解、开发实施和技术测试验收推进。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT18_SPECIAL_BUILD_OR_BUY.json,
C,run_02,GT19_NO_TOOL_CLEAR,no_tool,easy,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],讲轻松笑话属于普通对话需求，当前 Catalogue 中没有匹配的 Skill。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT19_NO_TOOL_CLEAR.json,
C,run_02,GT20_NO_TOOL_FINANCE,no_tool,medium,True,False,False,True,True,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],任务只要求用大白话解释概念，并明确禁止读取、分析或改动预算数据，无需调用任何业务 Skill。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT20_NO_TOOL_FINANCE.json,
C,run_02,GT21_NO_TOOL_PROC,no_tool,medium,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],任务仅要求讲采购主题笑话，并明确不执行采购业务；Catalogue 中无适用的娱乐或笑话 Skill。,/Users/liangzihan/Documents/Codex/SJTU_summer_school/skill-net/experiments/skillnet/results/E4/C/size_46/run_02/predictions/GT21_NO_TOOL_PROC.json,
