configuration,run_id,task_id,category,difficulty,format_valid,functional_success,clean_success,use_skills_correct,final_status_correct,no_tool_correct,blocked_flow_correct,skill_precision,skill_recall,skill_f1,department_precision,department_recall,department_f1,required_order_accuracy,gold_constraint_violated,blocked_reason_f1,route_choice_correct,predicted_skill_count,required_skill_count,unnecessary_skill_count,unknown_skills,unknown_departments,unknown_blockers,extra_blockers,unexpected_route_choices,missing_required_skills,extra_skills,hard_order_results,unsatisfied_order_pairs,forbidden_hits,conflict_violations,mutex_violations,missing_departments,extra_departments,duplicate_skills,repeated_initial_skills,aliases_used,primary_failure,secondary_failures,model_reason,source_file,source_line
A,1,GT11_CROSS_RECRUIT_BUDGET_OFFER,cross_department_goal,hard,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,6,6,0,[],[],[],[],[],[],[],"[{""before"": ""finance-budget-check"", ""after"": ""hr-jd-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-jd-generator"", ""after"": ""hr-recruitment-publish"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-recruitment-publish"", ""after"": ""hr-resume-screening"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-resume-screening"", ""after"": ""hr-interview-scheduling"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-interview-scheduling"", ""after"": ""hr-offer-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],岗位需求已获批且标准明确，因此先核查招聘预算；预算允许后依次生成并发布职位描述、筛选简历、安排面试并汇总反馈，最后为获批的最终候选人生成 Offer，不包含入职流程。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT11_CROSS_RECRUIT_BUDGET_OFFER.json,
A,1,GT12_CROSS_BUSINESS_TO_PO,cross_department_goal,hard,True,False,False,True,True,,,1.0,0.928571,0.962963,1.0,1.0,1.0,0.785714,True,1.0,False,13,14,0,[],[],[],[],"[""build_or_buy""]","[""business-solution-quotation""]",[],"[{""before"": ""business-requirement-communication"", ""after"": ""business-opportunity-assessment"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-opportunity-assessment"", ""after"": ""business-solution-quotation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_after""}, {""before"": ""business-solution-quotation"", ""after"": ""procurement-requirement"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""procurement-requirement"", ""after"": ""finance-budget-check"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-budget-check"", ""after"": ""procurement-supplier-search"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-search"", ""after"": ""procurement-supplier-qualification"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-qualification"", ""after"": ""procurement-rfq-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-rfq-generation"", ""after"": ""procurement-quote-comparison"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-quote-comparison"", ""after"": ""procurement-supplier-scoring"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-scoring"", ""after"": ""procurement-supplier-selection"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-solution-quotation"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""procurement-supplier-selection"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]","[{""before"": ""business-opportunity-assessment"", ""after"": ""business-solution-quotation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_after""}, {""before"": ""business-solution-quotation"", ""after"": ""procurement-requirement"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""business-solution-quotation"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}]",[],[],[],[],[],[],[],[],WRONG_ROUTE_CHOICE,"[""MISSING_REQUIRED_SKILL"", ""ORDER_VIOLATION"", ""UNEXPECTED_ROUTE_CHOICE""]",客户线索已建档，因此从需求确认和商机评估开始；商机可行后走外部采购路径，依次形成采购需求、核查预算、寻源及准入供应商、询价比较与评分选定供应商，再完成谈判、供应合同和采购订单。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT12_CROSS_BUSINESS_TO_PO.json,
A,1,GT13_CROSS_INTERNAL_DEV_STAFF_DATA,cross_department_goal,hard,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,5,5,0,[],[],[],[],[],[],[],"[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-employee-database"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],先按最小必要范围查询员工技能与项目经验，为内部开发可行性评估提供人员能力依据；可行后确认技术规格并形成设计，最后结合员工能力、容量和依赖关系拆解并分配可执行技术任务，暂不进入开发实施。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT13_CROSS_INTERNAL_DEV_STAFF_DATA.json,
A,1,GT14_CROSS_PAYMENT_PERFORMANCE,cross_department_goal,medium,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,4,4,0,[],[],[],[],[],[],[],"[{""before"": ""finance-invoice-verification"", ""after"": ""finance-payment-approval"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""finance-accounting"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""procurement-supplier-evaluation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],交付验收已完成，无需重复验收；先核验供应商发票，再完成付款审批并据此准备入账，最后将本次已完成交付的履约表现纳入供应商绩效评价。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT14_CROSS_PAYMENT_PERFORMANCE.json,
A,1,GT15_CROSS_SUPPLIER_CONTRACT_PO,cross_department_goal,medium,True,False,False,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,False,3,3,0,[],[],[],[],"[""build_or_buy""]",[],[],"[{""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],WRONG_ROUTE_CHOICE,"[""UNEXPECTED_ROUTE_CHOICE""]",预算和供应商选择均已完成，因此先进行供应商商务条款谈判，再基于选商结果形成并履行审批、签署准备的采购合同流程，最后在合同获批并有执行证据后生成采购订单；本任务不包含交付跟踪。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT15_CROSS_SUPPLIER_CONTRACT_PO.json,
A,1,GT16_SPECIAL_SUPPLIER_FAIL,special_constraint,hard,True,False,False,True,True,,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,0.0,False,2,0,2,[],[],[],"[""procurement-supplier-selection""]","[""build_or_buy""]",[],"[""procurement-supplier-qualification"", ""procurement-supplier-selection""]",[],[],"[""procurement-supplier-selection""]","[{""trigger_skill"": ""procurement-supplier-qualification"", ""trigger_result"": ""unqualified"", ""blocked_skills_called"": [""procurement-supplier-selection""]}]",[],[],[],[],"[""procurement-supplier-qualification""]",[],WRONG_BLOCK_REASON,"[""EXTRA_BLOCKER"", ""FORBIDDEN_SKILL_VIOLATION"", ""CONFLICT_VIOLATION"", ""REPEATED_COMPLETED_SKILL"", ""WRONG_ROUTE_CHOICE"", ""UNEXPECTED_ROUTE_CHOICE"", ""CONTINUE_AFTER_BLOCK"", ""UNNECESSARY_SKILL""]",供应商未通过强制资质检查且没有获批例外；即使只有一家候选，选商环节也必须停止，因此不能确定该供应商或进入合同生成。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT16_SPECIAL_SUPPLIER_FAIL.json,
A,1,GT17_SPECIAL_INVALID_INVOICE,special_constraint,hard,True,True,False,True,True,,True,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,1.0,True,1,0,1,[],[],[],[],[],[],"[""finance-invoice-verification""]",[],[],[],[],[],[],[],[],"[""finance-invoice-verification""]",[],REPEATED_COMPLETED_SKILL,"[""UNNECESSARY_SKILL""]",交付验收虽已通过，但发票无效或与合同、订单不匹配，发票核验关口必须阻止付款交接；在供应商提交合规且匹配的新发票并经授权复核前，不进入付款审批。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT17_SPECIAL_INVALID_INVOICE.json,
A,1,GT18_SPECIAL_BUILD_OR_BUY,special_constraint,hard,True,False,False,True,True,,,0.857143,1.0,0.923077,1.0,1.0,1.0,1.0,True,1.0,False,7,6,1,[],[],[],[],"[""acceptance_route""]",[],"[""technology-requirement""]","[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-task-breakdown"", ""after"": ""technology-development-implementation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-development-implementation"", ""after"": ""technology-test-acceptance"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],"[""technology-requirement""]",[],WRONG_ROUTE_CHOICE,"[""REPEATED_COMPLETED_SKILL"", ""UNEXPECTED_ROUTE_CHOICE"", ""UNNECESSARY_SKILL""]",已明确选择内部开发，因此仅规划技术路线：将已识别需求正式化，依次完成可行性评估、规格确认、方案设计、任务拆解、开发实施和技术测试验收；排除全部外部采购 Skills。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT18_SPECIAL_BUILD_OR_BUY.json,
A,1,GT19_NO_TOOL_CLEAR,no_tool,easy,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],该任务只是普通闲聊和轻松笑话请求，不需要任何企业流程 Skill。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT19_NO_TOOL_CLEAR.json,
A,1,GT20_NO_TOOL_FINANCE,no_tool,medium,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],该任务只要求用简单语言解释“预算检查”的概念，并明确禁止读取、分析或修改公司预算数据，因此不需要调用任何企业 Skill。,SkillNet_Gold_Tasks_V4/predictions/A/run_01/GT20_NO_TOOL_FINANCE.json,
