configuration,run_id,task_id,category,difficulty,format_valid,functional_success,clean_success,use_skills_correct,final_status_correct,no_tool_correct,blocked_flow_correct,skill_precision,skill_recall,skill_f1,department_precision,department_recall,department_f1,required_order_accuracy,gold_constraint_violated,blocked_reason_f1,route_choice_correct,predicted_skill_count,required_skill_count,unnecessary_skill_count,unknown_skills,unknown_departments,unknown_blockers,extra_blockers,unexpected_route_choices,missing_required_skills,extra_skills,hard_order_results,unsatisfied_order_pairs,forbidden_hits,conflict_violations,mutex_violations,missing_departments,extra_departments,duplicate_skills,repeated_initial_skills,aliases_used,primary_failure,secondary_failures,model_reason,source_file,source_line
B,1,GT11_CROSS_RECRUIT_BUDGET_OFFER,cross_department_goal,hard,True,False,False,True,False,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,0.0,True,6,6,0,[],[],[],"[""finance-budget-check""]",[],[],[],"[{""before"": ""finance-budget-check"", ""after"": ""hr-jd-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-jd-generator"", ""after"": ""hr-recruitment-publish"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-recruitment-publish"", ""after"": ""hr-resume-screening"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-resume-screening"", ""after"": ""hr-interview-scheduling"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-interview-scheduling"", ""after"": ""hr-offer-generator"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],WRONG_FINAL_STATUS,"[""EXTRA_BLOCKER""]",岗位需求已审批，无需重复执行岗位需求审批；应先核查招聘预算，预算确认可用后再依次生成JD、发布招聘、筛选简历、安排面试并为获批最终候选人生成Offer。当前因预算尚未确认而阻塞，且按要求不进入入职流程。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT11_CROSS_RECRUIT_BUDGET_OFFER.json,
B,1,GT12_CROSS_BUSINESS_TO_PO,cross_department_goal,hard,True,False,False,True,True,,,1.0,0.928571,0.962963,1.0,1.0,1.0,0.785714,True,1.0,False,13,14,0,[],[],[],[],"[""build_or_buy""]","[""business-solution-quotation""]",[],"[{""before"": ""business-requirement-communication"", ""after"": ""business-opportunity-assessment"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-opportunity-assessment"", ""after"": ""business-solution-quotation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_after""}, {""before"": ""business-solution-quotation"", ""after"": ""procurement-requirement"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""procurement-requirement"", ""after"": ""finance-budget-check"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-budget-check"", ""after"": ""procurement-supplier-search"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-search"", ""after"": ""procurement-supplier-qualification"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-qualification"", ""after"": ""procurement-rfq-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-rfq-generation"", ""after"": ""procurement-quote-comparison"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-quote-comparison"", ""after"": ""procurement-supplier-scoring"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-supplier-scoring"", ""after"": ""procurement-supplier-selection"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-solution-quotation"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""procurement-supplier-selection"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]","[{""before"": ""business-opportunity-assessment"", ""after"": ""business-solution-quotation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_after""}, {""before"": ""business-solution-quotation"", ""after"": ""procurement-requirement"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}, {""before"": ""business-solution-quotation"", ""after"": ""business-negotiation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": false, ""reason"": ""missing_before""}]",[],[],[],[],[],[],[],[],WRONG_ROUTE_CHOICE,"[""MISSING_REQUIRED_SKILL"", ""ORDER_VIOLATION"", ""UNEXPECTED_ROUTE_CHOICE""]",线索已建档，因此从客户需求确认和商机评估开始；商机获准后，将外部服务转为采购需求并完成预算核查，再依次开展供应商寻源、准入、询价、比价、评分和选商，随后完成商业条款谈判、供应合同及采购订单。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT12_CROSS_BUSINESS_TO_PO.json,
B,1,GT13_CROSS_INTERNAL_DEV_STAFF_DATA,cross_department_goal,hard,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,5,5,0,[],[],[],[],[],[],[],"[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""hr-employee-database"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],技术需求已识别且已决定内部开发，因此先完成可行性评估，再确认技术规格并形成方案设计；随后以最小必要范围查询员工技能和项目经验，用于生成有负责人、依赖、估算和验收标准的技术任务分工。任务明确暂不开发，故不进入实施、测试或发布环节。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT13_CROSS_INTERNAL_DEV_STAFF_DATA.json,
B,1,GT14_CROSS_PAYMENT_PERFORMANCE,cross_department_goal,medium,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,4,4,0,[],[],[],[],[],[],[],"[{""before"": ""finance-invoice-verification"", ""after"": ""finance-payment-approval"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""finance-accounting"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""finance-payment-approval"", ""after"": ""procurement-supplier-evaluation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],交付验收已完成，应先核验供应商发票，再形成付款审批并依据授权付款证据准备入账；最后结合本次交付及付款时效证据更新供应商绩效评价。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT14_CROSS_PAYMENT_PERFORMANCE.json,
B,1,GT15_CROSS_SUPPLIER_CONTRACT_PO,cross_department_goal,medium,True,True,True,True,True,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,3,3,0,[],[],[],[],[],[],[],"[{""before"": ""business-negotiation"", ""after"": ""procurement-contract-generation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""procurement-contract-generation"", ""after"": ""procurement-purchase-order"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],[],[],,[],预算已通过且供应商已完成评分和正式选定，因此先进行供应商商务与合同条款谈判，再基于选商结果形成受控供应合同，最后在合同获批并取得执行证据后生成合同关联的采购订单；本任务不包含交付跟踪。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT15_CROSS_SUPPLIER_CONTRACT_PO.json,
B,1,GT16_SPECIAL_SUPPLIER_FAIL,special_constraint,hard,True,False,False,True,True,,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,1.0,True,3,0,3,[],[],[],[],[],[],"[""procurement-contract-generation"", ""procurement-supplier-qualification"", ""procurement-supplier-selection""]",[],[],"[""procurement-contract-generation"", ""procurement-supplier-selection""]","[{""trigger_skill"": ""procurement-supplier-qualification"", ""trigger_result"": ""unqualified"", ""blocked_skills_called"": [""procurement-contract-generation"", ""procurement-supplier-selection""]}]",[],[],[],[],"[""procurement-supplier-qualification""]",[],CONFLICT_VIOLATION,"[""FORBIDDEN_SKILL_VIOLATION"", ""REPEATED_COMPLETED_SKILL"", ""CONTINUE_AFTER_BLOCK"", ""UNNECESSARY_SKILL""]",唯一候选供应商未通过强制资质检查，且没有已批准的例外，因此必须停止选商；没有人工批准的选商结果，合同生成也不得启动。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT16_SPECIAL_SUPPLIER_FAIL.json,
B,1,GT17_SPECIAL_INVALID_INVOICE,special_constraint,hard,True,False,False,True,True,,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,True,1.0,True,2,0,2,[],[],[],[],[],[],"[""finance-invoice-verification"", ""finance-payment-approval""]",[],[],"[""finance-payment-approval""]","[{""trigger_skill"": ""finance-invoice-verification"", ""trigger_result"": ""invalid"", ""blocked_skills_called"": [""finance-payment-approval""]}]",[],[],[],[],"[""finance-invoice-verification""]",[],CONFLICT_VIOLATION,"[""FORBIDDEN_SKILL_VIOLATION"", ""REPEATED_COMPLETED_SKILL"", ""CONTINUE_AFTER_BLOCK"", ""UNNECESSARY_SKILL""]",发票无效或与合同、订单不匹配属于付款前置核验失败；即使采购交付已验收，也必须阻断付款审批及放款，要求供应商更正发票并经授权复核通过后再继续。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT17_SPECIAL_INVALID_INVOICE.json,
B,1,GT18_SPECIAL_BUILD_OR_BUY,special_constraint,hard,True,False,False,True,True,,,0.857143,1.0,0.923077,1.0,1.0,1.0,1.0,True,1.0,False,7,6,1,[],[],[],[],"[""acceptance_route""]",[],"[""technology-requirement""]","[{""before"": ""technology-feasibility-assessment"", ""after"": ""technology-specification-confirmation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-specification-confirmation"", ""after"": ""technology-solution-design"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-solution-design"", ""after"": ""technology-task-breakdown"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-task-breakdown"", ""after"": ""technology-development-implementation"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}, {""before"": ""technology-development-implementation"", ""after"": ""technology-test-acceptance"", ""constraint_type"": ""mandatory_order"", ""satisfied"": true, ""reason"": ""correct_order""}]",[],[],[],[],[],[],[],"[""technology-requirement""]",[],WRONG_ROUTE_CHOICE,"[""REPEATED_COMPLETED_SKILL"", ""UNEXPECTED_ROUTE_CHOICE"", ""UNNECESSARY_SKILL""]",技术需求需先形成可追踪基线，再依次完成可行性评估、规格确认、方案设计、任务拆解、内部开发实施和技术测试验收；已明确禁止外部采购，因此不调用采购类 Skills。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT18_SPECIAL_BUILD_OR_BUY.json,
B,1,GT19_NO_TOOL_CLEAR,no_tool,easy,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],该任务仅为普通闲聊和讲笑话，不涉及任何企业业务流程，无需调用企业 Skill。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT19_NO_TOOL_CLEAR.json,
B,1,GT20_NO_TOOL_FINANCE,no_tool,medium,True,True,True,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],任务仅要求用简单语言解释“预算检查”这一概念，并明确禁止读取、分析或修改公司预算数据；因此不需要调用任何企业 Skill。,SkillNet_Gold_Tasks_V4/predictions/B/run_01/GT20_NO_TOOL_FINANCE.json,
